gene,genename,y0,A,x0,w,sumsquarevalue,ti_fourparam_sigma_dist,truncationindex,min,max,mean,std,skew,kurt,right,maxheight,rightheight,n_obs,fit_success
ENSG00000258567.1,DUX4L16,,,,,,,,,,,,,,,,,3,False
ENSG00000259154.1,DUX4L17,,,,,,,,,,,,,,,,,5,False
ENSG00000259029.1,DUX4L18,,,,,,,,,,,,,,,,,3,False
ENSG00000258991.1,DUX4L19,,,,,,,,,,,,,,,,,7,False
ENSG00000270455.1,PABPC1P5,,,,,,,,,,,,,,,,,0,False
ENSG00000183704.7,SLC9B1P1,,,,,,,,,,,,,,,,,5,False
ENSG00000270242.1,ACTR3BP1,,,,,,,,,,,,,,,,,0,False
ENSG00000275828.1,CHEK2P1,,,,,,,,,,,,,,,,,1,False
ENSG00000225433.3,MTND1P12,,,,,,,,,,,,,,,,,0,False
ENSG00000224567.2,ENSG00000224567,,,,,,,,,,,,,,,,,0,False
ENSG00000271375.1,ENSG00000271375,-17.682021799006108,19.86101768073777,-3.147185837969054,9.543476844673956,30.126519845818464,0.4691810885715081,0.0,-0.8862581672811124,0.0189688177871263,-0.553049853567185,0.23785538073416432,0.47290299048529916,-0.355230096007805,0.0189688177871263,0.9859999610257191,0.0,25,True
ENSG00000234385.1,RCC2P1,,,,,,,,,,,,,,,,,0,False
